date,avg_short_cumret,n_positions,total_equity,portfolio_value
2024-04-23 20:15:00,0.0,1,1.0,1.0
2024-04-23 20:30:00,0.007511737089201942,1,1.007511737089202,1.007511737089202
2024-04-23 20:45:00,0.008932769158439102,1,1.008932769158439,1.008932769158439
2024-04-23 21:00:00,0.01226415094339628,1,1.0122641509433963,1.0122641509433963
2024-04-23 21:15:00,0.019477434679334937,1,1.019477434679335,1.019477434679335
2024-05-03 18:15:00,0.0,1,1.0,1.0
2024-05-03 18:30:00,0.05204366590505205,1,1.052043665905052,1.052043665905052
2024-05-03 18:45:00,0.05024393334600519,1,1.0502439333460052,1.0502439333460052
2024-05-03 19:00:00,0.05465419609340194,1,1.054654196093402,1.054654196093402
2024-05-03 19:15:00,0.029415522197381083,2,2.058831044394762,2.058831044394762
2024-05-03 19:30:00,0.010176754151044243,1,1.0101767541510442,1.0101767541510442
2024-05-03 19:45:00,0.011260053619303045,1,1.011260053619303,1.011260053619303
2024-05-03 20:00:00,0.013978494623655857,1,1.0139784946236559,1.0139784946236559
2024-05-03 20:15:00,0.006403415154749181,1,1.0064034151547492,1.0064034151547492
2024-06-20 23:30:00,0.0,1,1.0,1.0
2024-06-20 23:45:00,0.005434782608695565,1,1.0054347826086956,1.0054347826086956
2024-06-21 00:00:00,0.03265420039073397,1,1.032654200390734,1.032654200390734
2024-06-21 00:15:00,0.08092316681273748,1,1.0809231668127375,1.0809231668127375
2024-06-21 00:30:00,0.045493077140435156,1,1.0454930771404352,1.0454930771404352
2024-07-04 19:15:00,0.0,1,1.0,1.0
2024-07-04 19:30:00,-0.0037098631188434705,1,0.9962901368811565,0.9962901368811565
2024-07-04 19:45:00,-0.0003850596842510656,1,0.9996149403157489,0.9996149403157489
2024-07-04 20:00:00,-0.004092071611253134,1,0.9959079283887469,0.9959079283887469
2024-07-04 20:15:00,0.007633587786259666,1,1.0076335877862597,1.0076335877862597
2024-08-06 18:15:00,0.0,1,1.0,1.0
2024-08-06 18:30:00,-0.004570153657922238,1,0.9954298463420778,0.9954298463420778
2024-08-06 18:45:00,0.003009536241343147,1,1.0030095362413431,1.0030095362413431
2024-08-06 19:00:00,0.009488358513977113,1,1.0094883585139771,1.0094883585139771
2024-08-06 19:15:00,0.004502868763163637,1,1.0045028687631636,1.0045028687631636
2024-08-20 19:30:00,0.0,1,1.0,1.0
2024-08-20 19:45:00,0.03616655934749935,1,1.0361665593474993,1.0361665593474993
2024-08-20 20:00:00,0.0359442060085835,1,1.0359442060085835,1.0359442060085835
2024-08-20 20:15:00,0.019966194802450987,1,1.019966194802451,1.019966194802451
2024-08-20 20:30:00,0.04718004338394777,1,1.0471800433839478,1.0471800433839478
2024-08-30 13:15:00,0.0,1,1.0,1.0
2024-08-30 13:30:00,1.0003991592899553e-06,1,1.0000010003991593,1.0000010003991593
2024-08-30 13:45:00,3.9017050450951274e-05,1,1.000039017050451,1.000039017050451
2024-08-30 14:00:00,7.50354917875562e-05,1,1.0000750354917876,1.0000750354917876
2024-08-30 14:15:00,7.803714568144215e-05,1,1.0000780371456814,1.0000780371456814
2024-09-13 19:15:00,0.0,1,1.0,1.0
2024-09-13 19:30:00,-0.03715566944266502,1,0.962844330557335,0.962844330557335
2024-09-13 19:45:00,-0.050686878256750334,1,0.9493131217432497,0.9493131217432497
2024-09-13 20:00:00,-0.06631464513123164,1,0.9336853548687684,0.9336853548687684
2024-09-13 20:15:00,-0.08541872670571238,1,0.9145812732942876,0.9145812732942876
2024-09-19 19:15:00,0.0,1,1.0,1.0
2024-09-19 19:30:00,0.01628787878787885,1,1.0162878787878789,1.0162878787878789
2024-09-19 19:45:00,0.046820132657042546,1,1.0468201326570425,1.0468201326570425
2024-09-19 20:00:00,0.03811182046817563,1,1.0381118204681756,1.0381118204681756
2024-09-19 20:15:00,0.028954937679769976,1,1.02895493767977,1.02895493767977
2024-10-25 21:30:00,0.0,1,1.0,1.0
2024-10-25 21:45:00,-0.001289292730844771,1,0.9987107072691552,0.9987107072691552
2024-10-25 22:00:00,0.003949885823612886,1,1.0039498858236129,1.0039498858236129
2024-10-25 22:15:00,0.024047843877872177,1,1.0240478438778722,1.0240478438778722
2024-10-25 22:30:00,0.035916703814557804,1,1.0359167038145578,1.0359167038145578
2024-11-09 00:45:00,0.0,1,1.0,1.0
2024-11-09 01:00:00,0.011293859649122773,1,1.0112938596491228,1.0112938596491228
2024-11-09 01:15:00,0.004684095860566506,1,1.0046840958605665,1.0046840958605665
2024-11-09 01:30:00,0.01218173836698866,1,1.0121817383669887,1.0121817383669887
2024-11-09 01:45:00,-0.00753255138276121,1,0.9924674486172388,0.9924674486172388
2024-11-20 15:15:00,0.0,1,1.0,1.0
2024-11-20 15:30:00,0.007061814415517231,1,1.0070618144155172,1.0070618144155172
2024-11-20 15:45:00,0.010725760725760702,1,1.0107257607257607,1.0107257607257607
2024-11-20 16:00:00,0.007014405423218184,1,1.0070144054232182,1.0070144054232182
2024-11-20 16:15:00,0.003189044693523435,1,1.0031890446935234,1.0031890446935234
2024-12-09 23:00:00,0.0,1,1.0,1.0
2024-12-09 23:15:00,-0.05381422642049516,1,0.9461857735795048,0.9461857735795048
2024-12-09 23:30:00,0.016920473773265776,1,1.0169204737732658,1.0169204737732658
2024-12-09 23:45:00,-0.005266325609389,1,0.994733674390611,0.994733674390611
2024-12-10 00:00:00,-0.024926253687315714,1,0.9750737463126843,0.9750737463126843
2024-12-16 20:30:00,0.0,1,1.0,1.0
2024-12-16 20:45:00,0.012339819648789607,1,1.0123398196487896,1.0123398196487896
2024-12-16 21:00:00,0.0037647058823528923,1,1.003764705882353,1.003764705882353
2024-12-16 21:15:00,0.01716738197424883,1,1.0171673819742488,1.0171673819742488
2024-12-16 21:30:00,0.018138424821002364,1,1.0181384248210024,1.0181384248210024
2025-01-22 18:30:00,0.0,1,1.0,1.0
2025-01-22 18:45:00,0.03853256186138143,1,1.0385325618613814,1.0385325618613814
2025-01-22 19:00:00,0.1100000000000001,1,1.11,1.11
2025-01-22 19:15:00,0.11735099337748345,1,1.1173509933774834,1.1173509933774834
2025-01-22 19:30:00,0.058336469702672256,1,1.0583364697026723,1.0583364697026723
2025-01-31 20:15:00,0.0,1,1.0,1.0
2025-01-31 20:30:00,-0.008241268709907379,1,0.9917587312900926,0.9917587312900926
2025-01-31 20:45:00,-0.007887700534759401,1,0.9921122994652406,0.9921122994652406
2025-01-31 21:00:00,-0.0012113055181695032,1,0.9987886944818305,0.9987886944818305
2025-01-31 21:15:00,-0.02093319846958952,1,0.9790668015304105,0.9790668015304105
